80 0.68
85 0.69
90 0.71
95 0.73
100 0.76
105 0.79
110 0.82
115 0.85
120 0.88
125 0.91
130 0.94
135 0.97
140 1.00
145 1.04
150 1.08
155 1.13
160 1.18
165 1.25
170 1.32
175 1.41
180 1.50
