30 1.95
35 1.83
40 1.73
45 1.62
50 1.54
55 1.46
60 1.39
65 1.32
70 1.25
75 1.19
80 1.15
85 1.11
90 1.07
95 1.03
100 1
105 0.97
110 0.94
115 0.91
120 0.88
125 0.85
